FID,AID,Year,Julianday,Hour,Minute,Activity,Temperatur,Latitude,Longitude,HDOP,NumSats,FixTime,2D_3D,POINT_X,POINT_Y
15914,31368,2012,157,4,0,0,30,58.551819999999999,-122.201490000000010,2.400000000000000,5,22,3,546470.298455000040000,6490424.924890000400000
15915,31368,2012,157,4,30,0,25,58.551900000000003,-122.201490000000010,4.000000000000000,4,22,3,546470.192548000020000,6490433.831919999800000
15916,31368,2012,157,5,0,18,20,58.552529999999997,-122.200959999999990,2.100000000000000,6,47,3,546500.201011999980000,6490504.341620000100000
15917,31368,2012,157,5,30,32,19,58.553179999999998,-122.199789999999990,3.200000000000000,5,28,3,546567.424910999950000,6490577.521920000200000
15918,31368,2012,157,6,0,5,17,58.554679999999998,-122.201480000000000,1.000000000000000,8,33,3,546467.094115999990000,6490743.358140000100000
15919,31368,2012,157,6,30,12,18,58.555019999999999,-122.203830000000000,1.200000000000000,7,22,3,546329.899252000030000,6490779.589409999500000
15920,31368,2012,157,7,0,5,18,58.554969999999997,-122.204140000000000,1.300000000000000,6,22,3,546311.926556000020000,6490773.808699999900000
15921,31368,2012,157,7,30,12,19,58.555129999999998,-122.204280000000000,1.200000000000000,6,23,3,546303.568967000000000,6490791.526230000000000
15922,31368,2012,157,8,0,6,23,58.555109999999999,-122.204130000000010,2.800000000000000,4,22,3,546312.323718999980000,6490789.402900000100000
15923,31368,2012,157,8,30,30,24,58.554430000000004,-122.204320000000000,1.900000000000000,6,40,3,546302.164835999950000,6490713.562090000100000
15924,31368,2012,157,9,0,54,20,58.551749999999998,-122.210600000000000,1.400000000000000,6,22,3,545940.237461999990000,6490410.863529999700000
15925,31368,2012,157,9,30,14,19,58.550069999999998,-122.208450000000000,1.800000000000000,4,25,3,546067.560742000000000,6490225.288540000100000
15926,31368,2012,157,10,0,4,25,58.550260000000002,-122.208670000000000,1.300000000000000,5,27,3,546054.508030000030000,6490246.291860000200000
15927,31368,2012,157,10,30,6,26,58.550210000000000,-122.208320000000000,3.000000000000000,4,52,3,546074.942668000000000,6490240.965029999600000
15928,31368,2012,157,11,0,0,28,58.550139999999999,-122.208240000000000,2.600000000000000,4,22,3,546079.690332000030000,6490233.226259999900000
15929,31368,2012,157,11,30,4,30,58.550440000000002,-122.208029999999990,2.500000000000000,4,22,3,546091.517889000010000,6490266.771739999800000
15930,31368,2012,157,12,1,10,27,58.550170000000001,-122.208550000000000,3.300000000000000,4,90,3,546061.609781999960000,6490236.353740000200000
15931,31368,2012,157,12,30,28,22,58.549329999999998,-122.205930000000000,1.900000000000000,5,35,3,546215.192579000020000,6490144.629830000000000
15932,31368,2012,157,13,0,13,19,58.547089999999997,-122.207050000000000,1.600000000000000,5,42,3,546152.954659000040000,6489894.462860000300000
15933,31368,2012,157,13,30,50,19,58.543309999999998,-122.205250000000010,3.500000000000000,4,47,3,546262.699203999950000,6489474.844370000100000
15934,31368,2012,157,14,0,6,22,58.543270000000000,-122.204290000000000,2.100000000000000,4,37,3,546318.632298000040000,6489471.052500000200000
15935,31368,2012,157,14,31,7,26,58.543160000000000,-122.204230000000000,2.500000000000000,4,52,3,546322.269931999970000,6489458.846730000300000
15936,31368,2012,157,15,1,30,20,58.541939999999997,-122.201110000000000,1.000000000000000,8,52,3,546505.497431000000000,6489325.170769999700000
15937,31368,2012,157,15,30,41,19,58.540370000000003,-122.199659999999990,2.000000000000000,5,22,3,546591.986216000050000,6489151.375550000000000
15938,31368,2012,157,16,0,35,19,58.538679999999999,-122.202640000000000,1.800000000000000,5,21,3,546420.743666999970000,6488961.151600000400000
15939,31368,2012,157,16,30,29,20,58.538860000000000,-122.203350000000000,2.200000000000000,5,27,3,546379.172361999980000,6488980.701899999800000
15940,31368,2012,157,17,0,23,20,58.538910000000001,-122.204470000000000,2.900000000000000,5,27,3,546313.904451000040000,6488985.495969999600000
15941,31368,2012,157,17,30,33,20,58.538449999999997,-122.204539999999990,3.900000000000000,5,37,3,546310.435886000050000,6488934.232379999900000
15942,31368,2012,157,18,0,45,20,58.539050000000003,-122.204420000000000,4.200000000000000,5,45,3,546316.630617000050000,6489001.117730000100000
15943,31368,2012,157,18,30,24,20,58.538640000000001,-122.205710000000000,1.400000000000000,6,29,3,546242.072139000050000,6488954.580450000200000
15944,31368,2012,157,19,1,40,19,58.540050000000001,-122.203900000000000,1.700000000000000,5,92,3,546345.583132999950000,6489112.814090000500000
15945,31368,2012,157,19,31,2,22,58.539999999999999,-122.203280000000010,2.300000000000000,4,107,3,546381.741894999980000,6489107.675180000300000
15946,31368,2012,157,20,0,10,25,58.540080000000003,-122.203350000000000,3.600000000000000,4,32,3,546377.561256999960000,6489116.533859999900000
15947,31368,2012,157,20,32,0,26,58.540260000000004,-122.203639999999990,2.300000000000000,4,120,2,546360.441570000020000,6489136.374440000400000
15948,31368,2012,157,21,0,4,26,58.540080000000003,-122.203500000000010,2.100000000000000,5,37,3,546368.829153000030000,6489116.430289999600000
15949,31368,2012,157,21,30,20,21,58.538420000000002,-122.203190000000010,1.300000000000000,5,22,3,546389.068095000000000,6488931.823830000100000
15950,31368,2012,157,22,0,24,19,58.538350000000001,-122.202160000000010,1.200000000000000,5,22,3,546449.123947000010000,6488924.742010000200000
15951,31368,2012,157,22,32,20,19,58.539110000000001,-122.202350000000000,0.000000000000000,2,120,2,546437.057847999970000,6489009.227250000500000
15952,31368,2012,157,23,32,2,25,58.540109999999999,-122.203430000000000,1.900000000000000,4,120,2,546372.864520999950000,6489119.818749999600000
15953,31368,2012,158,0,1,0,27,58.540160000000000,-122.203580000000000,1.300000000000000,5,66,3,546364.066415000010000,6489125.282080000300000
15954,31368,2012,158,2,31,1,25,58.540050000000001,-122.203419999999990,1.800000000000000,6,53,3,546373.525889000040000,6489113.145390000200000
15955,31368,2012,158,3,0,3,27,58.540070000000000,-122.203460000000010,1.800000000000000,5,32,3,546371.170918000050000,6489115.344530000400000
15956,31368,2012,158,3,30,1,27,58.540080000000003,-122.203460000000010,1.600000000000000,6,26,3,546371.157713999970000,6489116.457910000300000
15957,31368,2012,158,4,0,1,27,58.540160000000000,-122.203540000000000,1.800000000000000,5,52,3,546366.394970000020000,6489125.309700000100000
15958,31368,2012,158,5,0,5,28,58.540030000000002,-122.203239999999990,1.900000000000000,4,28,3,546384.030838000010000,6489111.042930000500000
15959,31368,2012,158,6,2,3,27,58.540089999999999,-122.203500000000010,1.600000000000000,5,120,2,546368.815949999960000,6489117.543669999600000
15960,31368,2012,158,6,31,9,26,58.540070000000000,-122.203520000000000,1.200000000000000,6,60,3,546367.678075999950000,6489115.303109999700000
15961,31368,2012,158,7,0,2,28,58.540120000000002,-122.203500000000010,2.100000000000000,5,22,3,546368.776339999980000,6489120.883800000000000
15962,31368,2012,158,8,30,31,21,58.538919999999997,-122.206040000000000,3.100000000000000,4,22,3,546222.492208000040000,6488985.527859999800000
15963,31368,2012,158,9,0,41,20,58.538660000000000,-122.206010000000010,1.200000000000000,7,34,3,546224.580887999970000,6488956.600709999900000
15964,31368,2012,158,9,30,23,19,58.538870000000003,-122.206440000000000,1.500000000000000,6,22,3,546199.271594000050000,6488979.685779999900000
15965,31368,2012,158,10,0,21,19,58.538849999999996,-122.207030000000000,2.100000000000000,5,22,3,546164.950412999960000,6488977.053369999900000
15966,31368,2012,158,10,31,23,19,58.539709999999999,-122.205180000000000,2.300000000000000,5,52,3,546271.517075999990000,6489074.076779999800000
15967,31368,2012,158,11,0,7,21,58.539639999999999,-122.205100000000000,4.300000000000000,4,27,3,546276.266486000040000,6489066.338250000000000
15968,31368,2012,158,11,30,6,24,58.539740000000002,-122.205220000000000,2.100000000000000,5,22,3,546269.148965999950000,6489077.389349999800000
15969,31368,2012,158,12,0,2,28,58.539819999999999,-122.205200000000000,1.900000000000000,5,37,3,546270.207856999940000,6489086.310150000300000
15970,31368,2012,158,12,30,2,29,58.539690000000000,-122.205140000000000,2.100000000000000,4,22,3,546273.872013999960000,6489071.877580000100000
15971,31368,2012,158,13,0,4,28,58.539890000000000,-122.205260000000000,1.700000000000000,5,47,3,546266.622769000010000,6489094.062450000100000
15972,31368,2012,158,13,31,3,28,58.539690000000000,-122.205140000000000,2.500000000000000,5,57,3,546273.872013999960000,6489071.877580000100000
15973,31368,2012,158,14,0,28,22,58.538919999999997,-122.206230000000010,3.200000000000000,4,22,3,546211.431175000030000,6488985.397130000400000
15974,31368,2012,158,14,30,24,19,58.538339999999998,-122.205740000000010,3.800000000000000,4,23,3,546240.720626999970000,6488921.158499999900000
15975,31368,2012,158,15,2,33,18,58.538580000000003,-122.202789999999990,1.400000000000000,5,120,2,546412.143366000030000,6488949.914180000300000
15976,31368,2012,158,15,30,37,18,58.540239999999997,-122.198490000000010,1.700000000000000,5,22,3,546660.268752999950000,6489137.713849999900000
15977,31368,2012,158,16,0,29,20,58.540399999999998,-122.198759999999990,1.300000000000000,5,23,3,546644.338534999990000,6489155.340339999600000
15978,31368,2012,158,16,30,21,20,58.540379999999999,-122.198790000000000,1.900000000000000,6,34,3,546642.618693999950000,6489153.092749999800000
15979,31368,2012,158,17,0,27,19,58.540309999999998,-122.199929999999990,1.000000000000000,7,22,3,546576.348141000020000,6489144.508030000100000
15980,31368,2012,158,17,30,9,20,58.540450000000000,-122.200770000000010,4.500000000000000,4,22,3,546527.263216000050000,6489159.513109999700000
15981,31368,2012,158,18,1,3,23,58.540529999999997,-122.200890000000000,1.500000000000000,5,87,3,546520.171635000040000,6489168.337009999900000
15982,31368,2012,158,18,30,26,20,58.541460000000001,-122.201030000000000,2.500000000000000,5,22,3,546510.790044000020000,6489271.784079999700000
15983,31368,2012,158,19,0,22,19,58.542299999999997,-122.200819999999990,1.600000000000000,6,40,3,546521.901668000030000,6489365.453169999600000
15984,31368,2012,158,19,30,26,19,58.541640000000001,-122.199389999999990,1.900000000000000,6,22,3,546606.018367000040000,6489292.961679999700000
15985,31368,2012,158,20,0,30,19,58.540450000000000,-122.198790000000000,3.800000000000000,4,22,3,546642.525723000060000,6489160.886389999700000
15986,31368,2012,158,20,30,30,21,58.540410000000001,-122.198800000000010,1.800000000000000,6,52,3,546641.996715000020000,6489156.425940000500000
15987,31368,2012,158,21,0,28,21,58.540590000000002,-122.199700000000010,1.700000000000000,6,22,3,546589.365814000020000,6489175.842079999900000
15988,31368,2012,158,21,30,11,22,58.540430000000001,-122.200720000000000,2.500000000000000,4,27,3,546530.200384999970000,6489157.321000000500000
15989,31368,2012,158,22,0,0,25,58.540460000000003,-122.200779999999990,2.000000000000000,6,47,3,546526.667833999960000,6489160.619559999600000
15990,31368,2012,158,23,31,0,26,58.540550000000003,-122.201150000000000,2.100000000000000,5,82,3,546505.009701999950000,6489170.383709999700000
15991,31368,2012,159,0,0,0,27,58.540500000000002,-122.200909999999990,1.300000000000000,5,40,3,546519.047109000040000,6489164.983029999800000
15992,31368,2012,159,0,30,0,26,58.540529999999997,-122.200880000000000,2.300000000000000,4,22,3,546520.753768000050000,6489168.343930000400000
15993,31368,2012,159,1,1,1,25,58.540410000000001,-122.200819999999990,1.900000000000000,5,39,3,546524.405538000050000,6489155.024969999700000
15994,31368,2012,159,1,30,4,25,58.540509999999998,-122.201220000000010,1.300000000000000,5,27,3,546500.987741000020000,6489165.881740000100000
15995,31368,2012,159,2,1,0,26,58.540500000000002,-122.200840000000000,1.400000000000000,7,57,3,546523.122041000050000,6489165.031510000100000
15996,31368,2012,159,2,30,5,26,58.540500000000002,-122.200840000000000,1.900000000000000,7,32,3,546523.122041000050000,6489165.031510000100000
15997,31368,2012,159,3,30,0,27,58.540469999999999,-122.200850000000000,1.500000000000000,5,47,3,546522.579649999970000,6489161.684449999600000
15998,31368,2012,159,4,0,0,30,58.540480000000002,-122.200950000000010,2.200000000000000,6,37,3,546516.745068000050000,6489162.728570000300000
15999,31368,2012,159,4,30,16,26,58.540900000000001,-122.200440000000000,1.400000000000000,7,47,3,546545.877196999970000,6489209.843700000100000
16000,31368,2012,159,5,0,17,20,58.540460000000003,-122.200750000000000,1.800000000000000,5,27,3,546528.414235000030000,6489160.640350000000000
16001,31368,2012,159,5,30,25,19,58.540750000000003,-122.200050000000000,2.700000000000000,4,22,3,546568.779039000040000,6489193.413390000400000
16002,31368,2012,159,6,0,18,19,58.541069999999998,-122.198989999999990,1.100000000000000,8,35,3,546630.059796000020000,6489229.776850000000000
16003,31368,2012,159,6,30,19,19,58.541910000000001,-122.199200000000000,1.200000000000000,7,22,3,546616.720113000020000,6489323.154699999800000
16004,31368,2012,159,7,0,35,19,58.542270000000002,-122.198430000000000,1.500000000000000,6,22,3,546661.064194999980000,6489363.770940000200000
16005,31368,2012,159,7,30,8,22,58.542380000000001,-122.198860000000000,1.200000000000000,6,22,3,546635.887651999950000,6489375.719429999600000
16006,31368,2012,159,8,0,24,23,58.542409999999997,-122.199050000000000,3.500000000000000,4,22,3,546624.787883999990000,6489378.927650000000000
16007,31368,2012,159,8,30,2,27,58.542400000000001,-122.199080000000000,3.100000000000000,4,22,3,546623.054857000010000,6489377.793449999800000
16008,31368,2012,159,9,30,10,30,58.542349999999999,-122.199080000000000,1.200000000000000,7,36,3,546623.121242000020000,6489372.226569999900000
16009,31368,2012,159,10,0,37,22,58.542409999999997,-122.198210000000000,2.000000000000000,6,22,3,546673.684393999980000,6489379.511070000000000
16010,31368,2012,159,10,30,26,25,58.540909999999997,-122.198230000000000,1.600000000000000,7,40,3,546674.513837000010000,6489212.490709999600000
16011,31368,2012,159,11,0,28,25,58.540570000000002,-122.197720000000000,2.000000000000000,7,22,3,546704.654446000000000,6489174.990439999800000
16012,31368,2012,159,11,30,23,25,58.540309999999998,-122.195690000000000,1.700000000000000,6,22,3,546823.173834000020000,6489147.456020000400000
16013,31368,2012,159,12,0,19,25,58.540759999999999,-122.195470000000000,1.300000000000000,6,22,3,546835.380679000050000,6489197.711319999800000
16014,31368,2012,159,12,30,28,27,58.541789999999999,-122.196800000000000,1.900000000000000,4,22,3,546756.586182000000000,6489311.462419999800000
16015,31368,2012,159,13,1,51,24,58.546399999999998,-122.197760000000000,1.200000000000000,6,57,3,546694.572586999970000,6489824.061219999600000
16016,31368,2012,159,13,30,33,24,58.550280000000001,-122.196850000000000,1.000000000000000,7,40,3,546742.371631999970000,6490256.684679999900000
16017,31368,2012,159,14,0,4,25,58.551420000000000,-122.196640000000000,1.500000000000000,6,22,3,546753.074690000040000,6490383.755920000400000
16018,31368,2012,159,14,30,14,25,58.551600000000001,-122.197490000000000,1.700000000000000,6,22,3,546703.369301000030000,6490403.205299999600000
16019,31368,2012,159,15,0,47,25,58.553019999999997,-122.200059999999990,2.600000000000000,7,34,3,546551.925190999990000,6490559.520680000100000
16020,31368,2012,159,15,30,12,28,58.552990000000001,-122.200100000000010,1.500000000000000,7,32,3,546549.637273999980000,6490556.152820000400000
16021,31368,2012,159,16,0,2,25,58.553699999999999,-122.204130000000010,2.000000000000000,5,22,3,546314.184210999990000,6490632.416419999700000
16022,31368,2012,159,16,30,7,25,58.553820000000002,-122.204520000000000,2.000000000000000,6,28,3,546291.331284999960000,6490645.508080000100000
16023,31368,2012,159,17,0,5,25,58.555019999999999,-122.204089999999990,3.000000000000000,6,22,3,546314.770045000010000,6490779.410070000200000
16024,31368,2012,159,17,31,21,24,58.557890000000000,-122.200250000000000,2.000000000000000,5,46,3,546534.411246999980000,6491101.604570000400000
16025,31368,2012,159,18,0,35,23,58.560079999999999,-122.200650000000000,1.100000000000000,7,37,3,546508.234975000030000,6491345.157610000100000
16026,31368,2012,159,18,30,36,19,58.560420000000001,-122.202110000000000,1.200000000000000,7,22,3,546422.841133999990000,6491382.002299999800000
16027,31368,2012,159,19,0,63,17,58.564770000000003,-122.200880000000000,1.200000000000000,6,22,3,546488.639120999960000,6491867.173700000200000
16028,31368,2012,159,19,30,56,16,58.567729999999997,-122.197630000000000,2.900000000000000,4,22,3,546673.763452999990000,6492198.988950000100000
16029,31368,2012,159,20,0,43,17,58.567720000000001,-122.194950000000010,1.200000000000000,7,34,3,546829.667403000060000,6492199.741539999800000
16030,31368,2012,159,20,32,24,18,58.569029999999998,-122.193510000000000,1.500000000000000,5,120,2,546911.677647999950000,6492346.599550000400000
16031,31368,2012,159,21,0,3,19,58.569159999999997,-122.193830000000010,2.300000000000000,4,28,3,546892.890756999960000,6492360.849980000400000
16032,31368,2012,159,21,30,19,26,58.569150000000000,-122.193839999999990,1.100000000000000,7,42,3,546892.322468000000000,6492359.729609999800000
16033,31368,2012,159,22,0,2,29,58.569029999999998,-122.193870000000000,2.800000000000000,5,22,3,546890.737900999960000,6492346.348090000500000
16034,31368,2012,159,22,30,0,31,58.569020000000002,-122.193740000000010,1.700000000000000,4,28,3,546898.312845999960000,6492345.325509999900000
16035,31368,2012,160,0,1,5,30,58.569040000000001,-122.193860000000000,2.100000000000000,4,49,3,546891.306193999950000,6492347.468460000100000
16036,31368,2012,160,1,0,0,30,58.569060000000000,-122.193839999999990,2.600000000000000,4,52,3,546892.442777000020000,6492349.709189999800000
16037,31368,2012,160,1,32,11,29,58.569040000000001,-122.193870000000000,1.200000000000000,6,120,2,546890.724534000040000,6492347.461470000400000
16038,31368,2012,160,2,2,5,29,58.569110000000002,-122.193929999999990,1.500000000000000,5,120,2,546887.141014000050000,6492355.213240000400000
16039,31368,2012,160,3,0,2,26,58.540489999999998,-122.200950000000010,1.800000000000000,5,22,3,546516.731822000000000,6489163.841950000300000
16040,31368,2012,160,3,30,0,32,58.569159999999997,-122.193860000000000,4.200000000000000,4,43,3,546891.145784999940000,6492360.829020000100000
16041,31368,2012,160,5,31,5,31,58.569119999999998,-122.193879999999990,2.000000000000000,6,63,3,546890.035937999960000,6492356.361540000000000
16042,31368,2012,160,6,0,25,26,58.568790000000000,-122.195110000000000,1.400000000000000,6,22,3,546818.932420999980000,6492318.761680000500000
16043,31368,2012,160,6,30,48,19,58.569839999999999,-122.201210000000000,1.600000000000000,5,27,3,546462.726666999980000,6492431.429530000300000
16044,31368,2012,160,7,0,62,19,58.569809999999997,-122.201410000000000,1.300000000000000,5,22,3,546451.133460000040000,6492427.951010000000000
16045,31368,2012,160,7,30,37,21,58.569749999999999,-122.204800000000010,1.800000000000000,4,22,3,546254.034143000030000,6492418.930499999800000
16046,31368,2012,160,8,1,23,18,58.567630000000001,-122.211070000000010,1.900000000000000,6,61,3,545892.113842000020000,6492178.591260000100000
16047,31368,2012,160,8,30,53,19,58.568219999999997,-122.214100000000000,1.900000000000000,5,22,3,545715.094710999980000,6492242.213960000300000
16048,31368,2012,160,9,0,59,19,58.566139999999997,-122.215909999999990,2.000000000000000,5,34,3,545612.515946000000000,6492009.399430000200000
16049,31368,2012,160,9,30,7,21,58.564340000000001,-122.216500000000000,1.000000000000000,7,27,3,545580.533569999970000,6491808.589929999800000
16050,31368,2012,160,10,0,9,23,58.564259999999997,-122.216570000000000,1.100000000000000,6,22,3,545576.565319000040000,6491799.635350000100000
16051,31368,2012,160,10,30,33,25,58.564360000000001,-122.218660000000000,1.500000000000000,4,42,3,545454.852052000000000,6491809.352529999800000
16052,31368,2012,160,11,1,3,27,58.564030000000002,-122.219260000000010,3.200000000000000,5,42,3,545420.374931999950000,6491772.204900000200000
16053,31368,2012,160,11,30,35,28,58.564030000000002,-122.219700000000000,1.900000000000000,5,22,3,545394.778187999970000,6491771.907359999600000
16054,31368,2012,160,12,0,43,26,58.564090000000000,-122.220010000000000,2.200000000000000,5,27,3,545376.666519999970000,6491778.378139999700000
16055,31368,2012,160,12,30,72,25,58.563969999999998,-122.221630000000000,2.200000000000000,4,22,3,545282.578984000020000,6491763.923960000300000
16056,31368,2012,160,13,0,10,25,58.563960000000002,-122.221530000000000,1.900000000000000,4,22,3,545288.409345000050000,6491762.878010000100000
16057,31368,2012,160,13,30,5,25,58.564010000000003,-122.221710000000000,1.700000000000000,5,47,3,545277.873402000060000,6491768.323540000200000
16058,31368,2012,160,14,0,8,27,58.563980000000001,-122.221560000000000,2.800000000000000,5,22,3,545286.638293000050000,6491765.084549999800000
16059,31368,2012,160,14,30,6,29,58.563960000000002,-122.221630000000000,2.000000000000000,4,27,3,545282.591890000040000,6491762.810569999700000
16060,31368,2012,160,15,0,3,32,58.563989999999997,-122.221600000000000,0.900000000000000,9,52,3,545284.298406000020000,6491766.170950000200000
16061,31368,2012,160,15,30,5,31,58.563980000000001,-122.221560000000000,1.100000000000000,7,22,3,545286.638293000050000,6491765.084549999800000
16062,31368,2012,160,16,0,14,34,58.564010000000003,-122.221630000000000,1.200000000000000,6,23,3,545282.527359000060000,6491768.377489999900000
16063,31368,2012,160,16,30,12,30,58.564010000000003,-122.221670000000000,1.300000000000000,6,22,3,545280.200380000050000,6491768.350519999900000
16064,31368,2012,160,17,0,19,30,58.563980000000001,-122.221580000000000,2.000000000000000,5,22,3,545285.474802999990000,6491765.071060000000000
16065,31368,2012,160,17,30,24,29,58.564190000000004,-122.221680000000010,2.500000000000000,5,40,3,545279.386338999960000,6491788.384669999600000
16066,31368,2012,160,18,0,36,27,58.564149999999998,-122.220890000000000,1.700000000000000,6,28,3,545325.395602999950000,6491784.464110000100000
16067,31368,2012,160,18,30,16,25,58.565120000000000,-122.222650000000000,1.600000000000000,6,23,3,545221.758685000010000,6491891.275650000200000
16068,31368,2012,160,19,0,33,23,58.567639999999997,-122.226440000000000,3.300000000000000,5,22,3,544998.052028000010000,6492169.302269999900000
16069,31368,2012,160,19,30,18,24,58.568069999999999,-122.227890000000000,1.000000000000000,7,48,3,544913.157206999950000,6492216.207010000000000
16070,31368,2012,160,20,0,11,23,58.567880000000002,-122.228440000000010,1.300000000000000,6,22,3,544881.408013000040000,6492194.684949999700000
16071,31368,2012,160,20,30,17,20,58.568109999999997,-122.228980000000010,1.100000000000000,7,40,3,544849.703192000040000,6492219.931990000400000
16072,31368,2012,160,21,0,4,19,58.568219999999997,-122.228010000000000,1.000000000000000,8,23,3,544905.985059999980000,6492232.827519999800000
16073,31368,2012,160,21,30,27,18,58.567189999999997,-122.227690000000000,1.100000000000000,7,23,3,544925.917706000040000,6492118.362979999700000
16074,31368,2012,160,22,0,54,17,58.564520000000002,-122.222680000000000,1.200000000000000,6,23,3,545220.786838000060000,6491824.452440000100000
16075,31368,2012,160,22,30,9,18,58.563980000000001,-122.221639999999990,1.700000000000000,5,23,3,545281.984332000020000,6491765.030600000200000
16076,31368,2012,160,23,0,2,27,58.563940000000002,-122.221580000000000,1.400000000000000,5,37,3,545285.526430999980000,6491760.617530000400000
16077,31368,2012,160,23,30,0,30,58.563969999999998,-122.221580000000000,2.200000000000000,4,22,3,545285.487710000020000,6491763.957670000400000
16078,31368,2012,161,0,0,0,30,58.563980000000001,-122.221600000000000,1.700000000000000,6,33,3,545284.311313000040000,6491765.057570000200000
16079,31368,2012,161,0,30,19,26,58.563980000000001,-122.221540000000000,1.100000000000000,6,23,3,545287.801784000010000,6491765.098030000000000
16080,31368,2012,161,1,0,5,25,58.564000000000000,-122.221459999999990,1.300000000000000,8,38,3,545292.429926999960000,6491767.378759999800000
16081,31368,2012,161,1,30,2,26,58.563980000000001,-122.221540000000000,1.000000000000000,8,23,3,545287.801784000010000,6491765.098030000000000
16082,31368,2012,161,2,0,1,28,58.564000000000000,-122.221530000000000,1.500000000000000,7,23,3,545288.357713000030000,6491767.331539999700000
16083,31368,2012,161,2,30,2,27,58.564010000000003,-122.221560000000000,1.800000000000000,7,23,3,545286.599570999970000,6491768.424689999800000
16084,31368,2012,161,3,0,3,30,58.564010000000003,-122.221630000000000,1.500000000000000,5,23,3,545282.527359000060000,6491768.377489999900000
16085,31368,2012,161,4,1,0,30,58.569090000000003,-122.193830000000010,3.000000000000000,5,63,3,546892.984333000030000,6492353.056309999900000
16086,31368,2012,161,4,30,0,32,58.569029999999998,-122.193839999999990,1.700000000000000,5,27,3,546892.482880000030000,6492346.369040000300000
16087,31368,2012,161,5,0,1,32,58.569110000000002,-122.194050000000000,1.400000000000000,5,47,3,546880.161114000020000,6492355.129449999900000
16088,31368,2012,161,14,30,15,30,58.563969999999998,-122.221720000000000,2.600000000000000,4,37,3,545277.343276000000000,6491763.863269999600000
16089,31368,2012,161,15,0,12,31,58.563960000000002,-122.221610000000000,1.400000000000000,6,23,3,545283.755381000000000,6491762.824059999500000
16090,31368,2012,161,15,30,5,30,58.564019999999999,-122.221650000000000,1.000000000000000,9,36,3,545281.350963999980000,6491769.477380000100000
16091,31368,2012,161,16,0,9,30,58.564010000000003,-122.221650000000000,1.100000000000000,7,23,3,545281.363870000000000,6491768.364000000100000
16092,31368,2012,161,16,30,30,28,58.563969999999998,-122.221610000000000,1.200000000000000,7,22,3,545283.742473999970000,6491763.937439999500000
16093,31368,2012,161,17,0,8,27,58.563949999999998,-122.221509999999990,1.900000000000000,5,32,3,545289.585744000040000,6491761.778119999900000
16094,31368,2012,161,17,30,5,27,58.564010000000003,-122.221580000000000,2.000000000000000,6,27,3,545285.436082000030000,6491768.411209999600000
16095,31368,2012,161,18,0,5,26,58.564019999999999,-122.221610000000000,2.500000000000000,5,22,3,545283.677941999980000,6491769.504359999700000
16096,31368,2012,161,18,30,5,27,58.563980000000001,-122.221509999999990,0.900000000000000,8,27,3,545289.547019000050000,6491765.118270000400000
16097,31368,2012,161,19,0,12,27,58.563949999999998,-122.221540000000000,1.100000000000000,6,27,3,545287.840506999990000,6491761.757880000400000
16098,31368,2012,161,19,30,13,27,58.563929999999999,-122.221509999999990,1.800000000000000,5,22,3,545289.611559999990000,6491759.551350000300000
16099,31368,2012,161,20,0,19,25,58.563949999999998,-122.221509999999990,1.300000000000000,6,27,3,545289.585744000040000,6491761.778119999900000
16100,31368,2012,161,20,30,11,23,58.563890000000001,-122.221410000000010,2.400000000000000,5,34,3,545295.480658999990000,6491755.165269999800000
16101,31368,2012,161,21,0,27,23,58.564050000000002,-122.221090000000000,1.600000000000000,6,22,3,545313.889909000020000,6491773.195299999800000
16102,31368,2012,161,21,30,42,23,58.563969999999998,-122.221540000000000,1.100000000000000,7,22,3,545287.814691000040000,6491763.984650000000000
16103,31368,2012,161,22,0,7,23,58.563940000000002,-122.221530000000000,1.100000000000000,5,22,3,545288.435159999990000,6491760.651250000100000
16104,31368,2012,161,22,30,3,25,58.563949999999998,-122.221490000000000,1.200000000000000,5,52,3,545290.749235000000000,6491761.791609999700000
16105,31368,2012,161,23,0,3,25,58.563980000000001,-122.221530000000000,1.500000000000000,5,47,3,545288.383528999980000,6491765.104779999700000
16106,31368,2012,161,23,30,8,25,58.563940000000002,-122.221440000000000,1.400000000000000,5,23,3,545293.670872000050000,6491760.711950000400000
16107,31368,2012,162,0,0,0,25,58.563920000000003,-122.221540000000000,1.900000000000000,6,42,3,545287.879229999960000,6491758.417740000400000
16108,31368,2012,162,0,30,1,25,58.563890000000001,-122.221600000000000,1.900000000000000,6,23,3,545284.427473000020000,6491755.037120000500000
16109,31368,2012,162,1,0,1,27,58.563929999999999,-122.221509999999990,2.200000000000000,6,22,3,545289.611559999990000,6491759.551350000300000
16110,31368,2012,162,2,0,1,26,58.563940000000002,-122.221509999999990,1.600000000000000,9,48,3,545289.598651999960000,6491760.664739999900000
16111,31368,2012,162,2,30,4,26,58.563989999999997,-122.221560000000000,2.100000000000000,7,22,3,545286.625386000030000,6491766.197929999800000
16112,31368,2012,162,3,0,19,26,58.564010000000003,-122.221530000000000,1.700000000000000,6,22,3,545288.344805000000000,6491768.444930000200000
16113,31368,2012,162,3,30,26,26,58.564019999999999,-122.221530000000000,1.900000000000000,5,22,3,545288.331897999970000,6491769.558310000200000
16114,31368,2012,162,4,0,21,24,58.564039999999999,-122.221639999999990,3.000000000000000,5,22,3,545281.906896000030000,6491771.710889999800000
